dataset_index,scene,object_id,valid_points,rot_deg,trans_cm,difficulty
13499,2-19-20,52,494,2.5625422,0.03890243,2.9515665
13500,2-19-20,57,133,2.5625422,0.04354669,2.9980092
13501,2-20-0,8,1380,5.5718994,0.64515597,12.0234585
13502,2-20-0,13,181,2.5625422,0.04829982,3.0455403
13503,2-20-0,14,194,2.5625422,0.14474474,4.0099897
13504,2-20-0,29,362,5.7997484,0.29239416,8.72369
13505,2-20-0,35,744,2.5625422,0.26174366,5.179979
13506,2-20-0,39,356,2.5625422,0.13592124,3.9217546
13507,2-20-0,42,851,2.5625422,0.23273413,4.8898835
13508,2-20-0,51,186,3.2745275,0.27964067,6.0709343
13509,2-20-0,52,221,10.767024,0.4399646,15.16667
13510,2-20-0,57,125,8.801719,0.0802264,9.603983
13511,2-20-1,8,1590,2.8985403,0.18075176,4.7060575
13512,2-20-1,13,157,2.5625422,0.050030574,3.062848
13513,2-20-1,14,200,3.1999,0.24849218,5.684822
13514,2-20-1,29,384,3.8790886,0.23216759,6.2007647
13515,2-20-1,35,693,2.5625422,0.11763151,3.7388573
13516,2-20-1,39,23,137.02068,0.6136756,143.15742
13517,2-20-1,42,1119,2.5625422,0.13453706,3.9079127
13518,2-20-1,51,174,2.5625422,0.4638133,7.200675
13519,2-20-1,52,468,2.5625422,0.30299363,5.5924788
13520,2-20-1,57,125,3.9107628,0.10351718,4.945935
13521,2-20-2,8,1337,2.8637536,0.31317508,5.9955044
13522,2-20-2,13,181,2.5625422,0.1079874,3.642416
13523,2-20-2,14,192,2.5625422,0.051435143,3.0768936
13524,2-20-2,29,413,3.8248982,0.21521133,5.9770117
13525,2-20-2,35,543,2.7761505,0.15619297,4.3380804
13526,2-20-2,39,365,5.1708164,0.14254503,6.5962667
13527,2-20-2,42,1024,3.482003,0.23441692,5.826172
13528,2-20-2,51,176,12.360015,0.33865917,15.746607
13529,2-20-2,52,341,8.694206,0.42575216,12.951728
13530,2-20-2,57,126,2.5625422,0.017490806,2.7374504
13531,2-20-3,8,1448,2.5625422,0.26002926,5.162835
13532,2-20-3,13,191,2.5625422,0.09758664,3.5384085
13533,2-20-3,14,189,2.5625422,0.1299008,3.8615503
13534,2-20-3,29,240,5.0113363,0.36354366,8.646772
13535,2-20-3,35,489,2.5625422,0.29239964,5.486539
13536,2-20-3,39,375,8.049545,0.13801453,9.42969
13537,2-20-3,42,1064,2.9350498,0.29076707,5.8427205
13538,2-20-3,51,214,2.5625422,0.17820762,4.3446183
13539,2-20-3,52,400,2.6380434,0.15040381,4.1420813
13540,2-20-3,57,135,2.5625422,0.13204001,3.8829422
13541,2-20-4,8,1561,2.5625422,0.21958844,4.7584267
13542,2-20-4,13,182,2.5625422,0.11984323,3.7609744
13543,2-20-4,14,197,2.9255636,0.08492663,3.7748299
13544,2-20-4,29,311,3.9852633,0.02803047,4.2655683
13545,2-20-4,35,662,2.757899,0.22661337,5.0240326
13546,2-20-4,39,366,4.856235,0.18938154,6.7500505
13547,2-20-4,42,790,2.5625422,0.21220656,4.6846075
13548,2-20-4,51,225,2.5625422,0.12495886,3.812131
13549,2-20-4,52,402,2.5625422,0.2640865,5.2034073
13550,2-20-4,57,122,2.5625422,0.10486847,3.611227
13551,2-20-5,8,1582,2.5625422,0.29090932,5.4716353
13552,2-20-5,13,162,2.5625422,0.08249967,3.387539
13553,2-20-5,14,19,42.041412,0.486235,46.903763
13554,2-20-5,29,354,7.231285,0.14992972,8.730582
13555,2-20-5,35,541,2.5625422,0.19650024,4.5275445
13556,2-20-5,39,379,2.5625422,0.13635212,3.9260635
13557,2-20-5,42,938,3.6640444,0.8932623,12.596667
13558,2-20-5,51,188,6.7632947,0.19983326,8.761627
13559,2-20-5,52,441,2.6179333,0.22275895,4.845523
13560,2-20-5,57,134,2.5625422,0.1152515,3.7150571
13561,2-20-6,8,1290,2.5625422,0.20494255,4.611968
13562,2-20-6,13,166,2.5746586,0.142836,4.0030184
13563,2-20-6,14,185,3.1618645,0.07389327,3.9007974
13564,2-20-6,29,453,3.8727229,0.14018738,5.2745967
13565,2-20-6,35,616,2.5625422,0.41762483,6.7387905
13566,2-20-6,39,372,4.9141426,0.07888755,5.703018
13567,2-20-6,42,386,5.9733024,0.5020142,10.993444
13568,2-20-6,51,209,2.5625422,0.15446734,4.107216
13569,2-20-6,52,453,2.5625422,0.27904698,5.353012
13570,2-20-6,57,118,17.120567,0.2075552,19.19612
13571,2-20-7,8,1517,2.5625422,0.21821119,4.744654
13572,2-20-7,13,177,2.5625422,0.18415673,4.4041095
13573,2-20-7,14,149,3.5752223,0.22836754,5.8588977
13574,2-20-7,29,436,3.8800986,0.3476759,7.3568573
13575,2-20-7,35,740,2.5625422,0.15534201,4.115962
13576,2-20-7,39,343,150.16162,0.2337091,152.49872
13577,2-20-7,42,1115,2.5625422,0.024229648,2.8048387
13578,2-20-7,51,227,2.5625422,0.12383987,3.800941
13579,2-20-7,52,466,2.5625422,0.18958987,4.458441
13580,2-20-7,57,72,15.531842,0.25777182,18.10956
13581,2-20-8,8,1439,2.5625422,0.19110483,4.4735904
13582,2-20-8,13,165,2.5625422,0.20644996,4.627042
13583,2-20-8,14,197,2.5625422,0.1758008,4.32055
13584,2-20-8,29,373,3.3661573,0.4909532,8.275689
13585,2-20-8,35,720,2.5625422,0.22823285,4.8448706
13586,2-20-8,39,369,4.9846015,0.061900947,5.603611
13587,2-20-8,42,1075,2.5625422,0.1725583,4.288125
13588,2-20-8,51,223,17.067799,0.62123287,23.280128
13589,2-20-8,52,478,2.5625422,0.12671246,3.8296666
13590,2-20-8,57,80,11.604101,0.16195133,13.223615
13591,2-20-9,8,1565,2.5625422,0.29110307,5.4735727
13592,2-20-9,13,179,2.5625422,0.05304776,3.09302
13593,2-20-9,14,151,4.055986,0.28274938,6.88348
13594,2-20-9,29,420,3.5743458,0.086588934,4.440235
13595,2-20-9,35,644,2.5625422,0.18593538,4.421896
13596,2-20-9,39,374,2.5625422,0.15789342,4.1414766
13597,2-20-9,42,1130,2.5625422,0.21931824,4.755725
13598,2-20-9,51,224,4.770851,0.07850127,5.555864
13599,2-20-9,52,503,2.7050116,0.15474366,4.252448
13600,2-20-9,57,139,6.077284,0.045296665,6.5302505
13601,2-20-10,8,1435,2.5625422,0.09861047,3.548647
13602,2-20-10,13,174,2.5625422,0.0948979,3.5115213
13603,2-20-10,14,194,2.5625422,0.2574193,5.136735
13604,2-20-10,29,368,3.847867,0.18139575,5.6618247
13605,2-20-10,35,695,2.5625422,0.17763767,4.3389187
13606,2-20-10,39,370,2.5625422,0.08755973,3.4381394
13607,2-20-10,42,1102,2.5625422,0.22905493,4.8530912
13608,2-20-10,51,182,3.036155,0.17349634,4.771118
13609,2-20-10,52,474,2.5625422,0.10423276,3.6048698
13610,2-20-10,57,136,5.0962763,0.057195146,5.6682277
13611,2-20-11,8,1558,2.5866425,0.31201458,5.706788
13612,2-20-11,13,177,2.5625422,0.10927752,3.6553173
13613,2-20-11,14,183,2.5625422,0.14315204,3.9940627
13614,2-20-11,29,421,2.5625422,0.096913286,3.531675
13615,2-20-11,35,234,5.1104426,0.43061358,9.416578
13616,2-20-11,39,379,2.5625422,0.042790312,2.9904454
13617,2-20-11,42,1049,2.5625422,0.13999255,3.9624677
13618,2-20-11,51,215,2.5625422,0.060999177,3.172534
13619,2-20-11,52,426,2.5625422,0.15307248,4.093267
13620,2-20-11,57,132,10.527643,0.092521906,11.452862
13621,2-20-12,8,1596,59.71368,0.4610498,64.32418
13622,2-20-12,13,98,4.2559757,0.23197539,6.5757294
13623,2-20-12,14,192,2.5625422,0.3830505,6.3930473
13624,2-20-12,29,418,2.5625422,0.38688913,6.4314337
13625,2-20-12,35,469,2.5625422,0.36686495,6.2311916
13626,2-20-12,39,373,5.2340903,0.14204587,6.654549
13627,2-20-12,42,954,2.5625422,0.0910483,3.4730253
13628,2-20-12,51,225,2.5625422,0.16090968,4.171639
13629,2-20-12,52,505,4.376406,0.2573384,6.94979
13630,2-20-13,8,1529,2.5625422,0.481371,7.376252
13631,2-20-13,13,198,2.5625422,0.16075367,4.1700788
13632,2-20-13,29,405,6.1966305,0.24611421,8.657772
13633,2-20-13,35,604,2.5625422,0.40711412,6.633683
13634,2-20-13,39,367,4.2196507,0.11052959,5.3249464
13635,2-20-13,42,851,3.601957,0.28050917,6.407049
13636,2-20-13,51,214,2.5625422,0.11364375,3.6989799
13637,2-20-13,52,338,5.93181,0.44045523,10.336363
13638,2-20-13,57,128,2.5625422,0.086668015,3.4292223
13639,2-20-14,8,1324,2.9128225,0.3237165,6.149987
13640,2-20-14,13,183,2.946499,0.1087551,4.03405
13641,2-20-14,14,190,2.5625422,0.21632437,4.725786
13642,2-20-14,29,435,2.5625422,0.4590614,7.1531563
13643,2-20-14,35,713,2.5625422,0.16130598,4.175602
13644,2-20-14,39,375,2.5625422,0.10942365,3.6567788
13645,2-20-14,42,1115,2.5625422,0.11077006,3.6702428
13646,2-20-14,51,220,2.5625422,0.24000414,4.9625835
13647,2-20-14,52,526,2.5625422,0.18810901,4.443632
13648,2-20-14,57,135,33.50647,0.1252875,34.759346
13649,2-20-15,8,1517,2.5625422,0.26208985,5.1834407
13650,2-20-15,13,187,2.5625422,0.056781568,3.1303577
13651,2-20-15,14,198,81.71951,0.91552466,90.874756
13652,2-20-15,29,433,2.5625422,0.2638047,5.200589
13653,2-20-15,35,687,2.5625422,0.14966905,4.0592327
13654,2-20-15,39,384,7.392447,0.21529408,9.545387
13655,2-20-15,42,1096,2.5625422,0.05878114,3.1503537
13656,2-20-15,51,92,63.557323,1.1831826,75.38915
13657,2-20-15,52,439,2.5625422,0.44572443,7.019787
13658,2-20-15,57,125,6.054985,0.1322406,7.377391
13659,2-20-16,8,1616,3.0181773,0.37623948,6.780572
13660,2-20-16,13,165,2.5625422,0.054368947,3.1062317
13661,2-20-16,14,188,2.5625422,0.22541533,4.816695
13662,2-20-16,29,446,2.8247998,0.19354433,4.760243
13663,2-20-16,35,595,2.5625422,0.27170116,5.2795534
13664,2-20-16,39,371,2.5625422,0.1743117,4.3056593
13665,2-20-16,42,1033,2.5625422,0.04333423,2.9958844
13666,2-20-16,51,201,2.6894813,0.26905692,5.3800507
13667,2-20-16,52,467,2.910671,0.0854685,3.765356
13668,2-20-16,57,122,2.5929914,0.10882275,3.6812189
13669,2-20-17,8,1533,2.5625422,0.16278103,4.1903524
13670,2-20-17,13,188,2.5625422,0.0782802,3.3453443
13671,2-20-17,14,194,2.5625422,0.08436927,3.406235
13672,2-20-17,29,406,2.5625422,0.12004564,3.7629986
13673,2-20-17,35,703,2.5625422,0.16841489,4.246691
13674,2-20-17,39,381,2.5625422,0.10031153,3.5656576
13675,2-20-17,42,1034,2.5625422,0.19547273,4.5172696
13676,2-20-17,51,211,2.5625422,0.20023395,4.564882
13677,2-20-17,52,506,3.9340277,0.24145609,6.3485885
13678,2-20-17,57,125,2.718366,0.08102028,3.5285687
13679,2-20-18,8,1597,3.168297,0.2276226,5.444523
13680,2-20-18,13,170,2.5625422,0.14600468,4.0225887
13681,2-20-18,14,183,2.5625422,0.07324814,3.2950237
13682,2-20-18,29,377,4.6798973,0.5400849,10.080746
13683,2-20-18,35,701,2.5625422,0.11722607,3.734803
13684,2-20-18,39,370,7.0791163,0.13013127,8.380429
13685,2-20-18,42,1132,2.5625422,0.07672641,3.3298063
13686,2-20-18,51,8,86.79908,1.0003662,96.80274
13687,2-20-18,52,416,2.5625422,0.18540475,4.4165897
13688,2-20-18,57,128,8.956182,0.054467887,9.50086
13689,2-20-19,8,1455,3.1164641,0.12227463,4.3392105
13690,2-20-19,13,182,2.5625422,0.08969247,3.459467
13691,2-20-19,14,157,3.9322355,0.090793446,4.84017
13692,2-20-19,29,422,2.5625422,0.13377206,3.9002628
13693,2-20-19,35,623,2.5625422,0.22348323,4.7973747
13694,2-20-19,39,188,2.5625422,0.26859167,5.248459
13695,2-20-19,42,1118,2.5625422,0.25455076,5.1080494
13696,2-20-19,51,207,2.5625422,0.056805976,3.130602
13697,2-20-19,52,253,7.702273,0.51577795,12.860052
13698,2-20-20,8,1230,3.2102838,0.3085449,6.2957325
13699,2-20-20,13,179,2.5625422,0.068009846,3.2426407
13700,2-20-20,14,169,2.5625422,0.13427407,3.905283
13701,2-20-20,29,416,2.5625422,0.2540883,5.103425
13702,2-20-20,35,664,2.5625422,0.19600184,4.5225606
13703,2-20-20,39,327,2.5625422,0.49997005,7.5622425
13704,2-20-20,42,997,2.5625422,0.34535673,6.0161095
13705,2-20-20,51,217,2.5625422,0.111021906,3.6727612
13706,2-20-20,52,485,2.879296,0.25732157,5.452512
13707,2-20-20,57,133,6.7665997,0.0705584,7.4721837
13708,2-21-0,8,1574,2.5625422,0.22626889,4.825231
13709,2-21-0,18,94,2.5625422,0.50239205,7.586463
13710,2-21-0,26,514,2.8384874,0.3611992,6.4504795
13711,2-21-0,30,449,3.1807544,0.21853241,5.3660784
13712,2-21-0,39,357,5.4270086,0.09638973,6.390906
13713,2-21-0,42,904,2.5625422,0.21250017,4.687544
13714,2-21-0,51,191,5.6882367,0.31882498,8.876487
13715,2-21-0,52,459,2.5625422,0.23580764,4.9206185
13716,2-21-0,56,721,2.5625422,0.23690416,4.931584
13717,2-21-0,58,445,2.5625422,0.30894148,5.651957
13718,2-21-1,8,1586,3.1399944,0.32797068,6.4197016
13719,2-21-1,18,126,2.5625422,0.049408734,3.0566297
13720,2-21-1,26,550,2.5625422,0.24981533,5.0606956
13721,2-21-1,30,476,2.9592276,0.11953447,4.1545725
13722,2-21-1,39,366,3.5669432,0.16603875,5.2273307
13723,2-21-1,42,924,5.0572586,0.3108741,8.165999
13724,2-21-1,51,225,2.980715,0.07597835,3.7404985
13725,2-21-1,52,499,2.8214717,0.207135,4.892822
13726,2-21-1,56,692,5.2106028,0.15418684,6.752471
13727,2-21-1,58,527,2.5625422,0.18178228,4.380365
13728,2-21-2,8,1213,3.2394238,0.23800685,5.6194925
13729,2-21-2,18,123,2.5625422,0.041352168,2.976064
13730,2-21-2,26,574,2.8596494,0.07556711,3.6153207
13731,2-21-2,30,518,4.162078,0.04741138,4.636192
13732,2-21-2,39,380,2.5625422,0.26726803,5.235223
13733,2-21-2,42,1129,2.5625422,0.23357393,4.8982816
13734,2-21-2,51,176,2.839315,0.0875228,3.7145429
13735,2-21-2,52,517,2.5625422,0.18151994,4.377742
13736,2-21-2,56,704,2.5625422,0.34172288,5.9797707
13737,2-21-2,58,200,3.0339622,0.48686555,7.902618
13738,2-21-3,8,1546,2.6457486,0.17081533,4.353902
13739,2-21-3,18,128,2.5625422,0.14256962,3.9882383
13740,2-21-3,26,471,2.5625422,0.26883644,5.250907
13741,2-21-3,30,482,2.5625422,0.18251573,4.3876996
13742,2-21-3,39,370,2.5625422,0.11424791,3.7050214
13743,2-21-3,42,1026,2.5625422,0.3571679,6.134221
13744,2-21-3,51,226,2.7352355,0.07208259,3.4560614
13745,2-21-3,52,351,3.4775019,0.3629762,7.1072636
13746,2-21-3,56,676,2.5625422,0.13178669,3.8804092
13747,2-21-3,58,522,2.5625422,0.12115946,3.7741368
13748,2-21-4,8,1142,3.434674,1.4392136,17.82681
13749,2-21-4,26,550,2.9395816,0.31183434,6.057925
13750,2-21-4,30,548,2.5625422,0.1664859,4.2274013
13751,2-21-4,39,372,5.646426,0.07224537,6.36888
13752,2-21-4,42,1155,2.5625422,0.1452143,4.014685
13753,2-21-4,51,217,2.5625422,0.1489042,4.0515842
13754,2-21-4,52,462,3.0897148,0.16697879,4.7595024
13755,2-21-4,56,522,4.487117,0.6219252,10.706368
13756,2-21-4,58,566,2.5625422,0.17523167,4.314859
13757,2-21-5,8,1570,2.5625422,0.1573626,4.136168
13758,2-21-5,18,123,2.5625422,0.047062427,3.0331664
13759,2-21-5,26,506,2.5625422,0.182097,4.3835125
13760,2-21-5,30,545,2.5625422,0.25797364,5.1422787
13761,2-21-5,39,105,33.425816,0.3437712,36.86353
13762,2-21-5,42,978,5.355769,0.13913515,6.747121
13763,2-21-5,51,195,4.0881114,0.23642696,6.452381
13764,2-21-5,52,474,3.0688624,0.15890682,4.6579304
13765,2-21-5,56,682,2.5625422,0.27145764,5.2771187
13766,2-21-5,58,564,2.5625422,0.109447554,3.6570177
13767,2-21-6,8,1404,2.5625422,0.10039331,3.5664754
13768,2-21-6,18,131,2.5625422,0.15729298,4.135472
13769,2-21-6,26,446,2.5625422,0.4665383,7.2279253
13770,2-21-6,30,507,2.5625422,0.09539569,3.516499
13771,2-21-6,39,110,78.31194,0.40703025,82.38225
13772,2-21-6,42,874,2.5625422,0.21567038,4.719246
13773,2-21-6,51,209,2.5625422,0.12974857,3.8600278
13774,2-21-6,52,491,2.5625422,0.10024895,3.5650315
13775,2-21-6,56,659,6.2785416,0.3114685,9.393227
13776,2-21-6,58,563,2.5625422,0.15352954,4.0978374
13777,2-21-7,8,1192,2.6974752,0.28995124,5.5969877
13778,2-21-7,18,128,2.5625422,0.046753567,3.030078
13779,2-21-7,26,537,2.5625422,0.11591534,3.7216957
13780,2-21-7,30,524,2.5625422,0.21751495,4.737692
13781,2-21-7,39,370,4.465457,0.063416176,5.099619
13782,2-21-7,42,767,2.5625422,0.22189476,4.78149
13783,2-21-7,51,212,2.5625422,0.4313873,6.8764153
13784,2-21-7,52,495,2.5625422,0.23538978,4.91644
13785,2-21-7,56,674,6.120485,0.24896106,8.610096
13786,2-21-7,58,566,2.5625422,0.111410916,3.6766515
13787,2-21-8,8,1547,2.5625422,0.08891442,3.4516864
13788,2-21-8,18,125,2.5625422,0.13771433,3.9396853
13789,2-21-8,26,586,2.5625422,0.104883045,3.6113727
13790,2-21-8,30,509,2.5625422,0.058561146,3.1481538
13791,2-21-8,39,250,6.4605007,0.24101241,8.870625
13792,2-21-8,42,988,2.5625422,0.28241175,5.3866596
13793,2-21-8,51,96,82.73949,1.7755876,100.49536
13794,2-21-8,52,500,2.5625422,0.12083927,3.7709348
13795,2-21-8,56,717,5.7347684,0.35054412,9.24021
13796,2-21-8,58,458,2.5625422,0.19729725,4.535515
13797,2-21-9,8,1544,2.5625422,0.13535698,3.916112
13798,2-21-9,18,129,2.5625422,0.061588876,3.178431
13799,2-21-9,26,545,2.5625422,0.07883461,3.3508883
13800,2-21-9,30,247,8.996127,0.14230113,10.419138
13801,2-21-9,39,375,9.509297,0.2560791,12.070088
13802,2-21-9,42,1118,2.5625422,0.1925351,4.487893
13803,2-21-9,51,209,2.5625422,0.03235392,2.8860815
13804,2-21-9,52,454,2.5625422,0.32379442,5.8004866
13805,2-21-9,56,689,5.473284,0.2584621,8.057905
13806,2-21-9,58,350,2.5625422,0.41693276,6.7318697
13807,2-21-10,8,1437,2.5625422,0.14817566,4.0442986
13808,2-21-10,18,129,5.887229,0.20512603,7.938489
13809,2-21-10,26,533,3.12487,0.06435463,3.7684164
13810,2-21-10,30,521,2.5625422,0.22654343,4.827976
13811,2-21-10,39,377,7.113616,0.08949791,8.008595
13812,2-21-10,42,1095,2.5625422,0.09719345,3.5344768
13813,2-21-10,51,206,2.5625422,0.12404838,3.803026
13814,2-21-10,52,181,3.126749,0.9410257,12.537005
13815,2-21-10,56,699,3.3419917,0.25508446,5.8928366
13816,2-21-10,58,352,3.6658611,0.459946,8.265322
13817,2-21-11,8,1468,2.5625422,0.17702004,4.3327427
13818,2-21-11,18,129,2.5625422,0.05746255,3.1371677
13819,2-21-11,26,184,6.1297665,0.38996017,10.029368
13820,2-21-11,30,484,2.5625422,0.21791801,4.741722
13821,2-21-11,39,380,2.6917367,0.14089695,4.100706
13822,2-21-11,42,974,2.5625422,0.16122052,4.1747475
13823,2-21-11,51,179,2.5625422,0.24426593,5.0052013
13824,2-21-11,52,462,2.7914796,0.19101124,4.701592
13825,2-21-11,56,693,2.5625422,0.19147462,4.4772882
13826,2-21-11,58,542,2.5625422,0.12412125,3.8037548
13827,2-21-12,8,1525,2.5625422,0.115275234,3.7152946
13828,2-21-12,18,135,2.5625422,0.09456964,3.5082386
13829,2-21-12,26,534,3.2502837,0.31446207,6.394904
13830,2-21-12,30,529,2.5625422,0.08658517,3.4283938
13831,2-21-12,39,367,2.5625422,0.15483251,4.1108675
13832,2-21-12,42,1092,2.5625422,0.06474764,3.2100186
13833,2-21-12,51,207,2.5625422,0.2828052,5.3905945
13834,2-21-12,52,482,2.8008604,0.13869445,4.187805
13835,2-21-12,56,710,2.5625422,0.26832575,5.2458
13836,2-21-12,58,454,2.5625422,0.33468616,5.909404
13837,2-21-13,8,1538,2.5625422,0.19040129,4.466555
13838,2-21-13,18,108,3.8739362,0.24993125,6.3732486
13839,2-21-13,26,535,3.6040223,0.2757162,6.361184
13840,2-21-13,30,569,87.068146,0.6048705,93.11685
13841,2-21-13,39,167,169.3905,0.86349595,178.02547
13842,2-21-13,42,1124,2.5625422,0.13850349,3.947577
13843,2-21-13,51,45,68.956375,1.1075146,80.031525
13844,2-21-13,52,369,3.779268,0.3253871,7.033139
13845,2-21-13,56,660,6.4856734,0.40193042,10.504978
13846,2-21-13,58,503,2.5625422,0.16242975,4.1868396
13847,2-21-15,8,1548,2.5625422,0.28864366,5.4489784
13848,2-21-15,18,130,2.5625422,0.10922746,3.6548169
13849,2-21-15,26,97,13.248452,0.5297878,18.54633
13850,2-21-15,30,515,2.5625422,0.120755784,3.7701
13851,2-21-15,39,378,2.5625422,0.12091665,3.7717087
13852,2-21-15,42,1027,6.53393,0.40724352,10.606365
13853,2-21-15,51,117,92.40477,0.9341972,101.74674
13854,2-21-15,52,469,3.473446,0.26499403,6.1233864
13855,2-21-15,56,699,2.5625422,0.31174695,5.6800117
13856,2-21-15,58,376,4.620672,0.40477085,8.668381
13857,2-21-16,8,1579,2.7256289,0.2664141,5.38977
13858,2-21-16,18,129,2.5625422,0.053188678,3.094429
13859,2-21-16,26,534,2.5625422,0.09466308,3.509173
13860,2-21-16,30,491,2.5625422,0.14570744,4.0196166
13861,2-21-16,39,378,2.5625422,0.18748252,4.4373674
13862,2-21-16,42,384,15.35375,1.8129959,33.48371
13863,2-21-16,51,231,2.6072943,0.023033317,2.8376274
13864,2-21-16,52,517,2.5625422,0.07255762,3.2881184
13865,2-21-16,56,31,28.888422,4.3783937,72.672356
13866,2-21-16,58,404,2.5625422,0.35144565,6.0769987
13867,2-21-17,8,1565,2.9943442,0.24583305,5.452675
13868,2-21-17,18,134,2.5625422,0.030236986,2.864912
13869,2-21-17,30,544,2.5625422,0.07697881,3.3323302
13870,2-21-17,39,370,2.5625422,0.14867678,4.0493097
13871,2-21-17,42,1074,2.5625422,0.13415577,3.9041
13872,2-21-17,51,203,4.1917105,0.12952165,5.486927
13873,2-21-17,52,470,2.5625422,0.16672276,4.2297697
13874,2-21-17,56,710,6.6623845,0.3308209,9.970593
13875,2-21-17,58,570,2.5625422,0.17050199,4.267562
13876,2-21-19,8,1454,2.5625422,0.35150546,6.0775967
13877,2-21-19,18,127,2.5625422,0.08602947,3.4228368
13878,2-21-19,26,550,2.5625422,0.16677395,4.230282
13879,2-21-19,30,457,2.5625422,0.22902174,4.8527594
13880,2-21-19,39,381,2.5625422,0.13868037,3.9493458
13881,2-21-19,42,879,17.987757,0.06371728,18.62493
13882,2-21-19,51,211,2.5625422,0.10872514,3.6497936
13883,2-21-19,52,516,2.5625422,0.21339978,4.69654
13884,2-21-19,56,731,8.046057,0.22944145,10.340471
13885,2-21-19,58,411,2.5625422,0.48779976,7.4405394
13886,2-21-20,8,1588,2.6554964,0.23649012,5.020397
13887,2-21-20,18,127,2.5625422,0.0912906,3.4754481
13888,2-21-20,26,511,2.5625422,0.03306366,2.893179
13889,2-21-20,30,530,2.5625422,0.1265774,3.8283162
13890,2-21-20,39,366,9.744289,0.07171887,10.461478
13891,2-21-20,42,890,2.5625422,0.09061621,3.4687042
13892,2-21-20,51,211,2.5625422,0.18801285,4.442671
13893,2-21-20,52,480,2.5625422,0.22072954,4.7698374
13894,2-21-20,56,690,3.039184,0.22317241,5.2709084
13895,2-21-20,58,582,3.6137881,0.11201778,4.733966
13896,2-22-0,8,1221,3.489193,0.5803817,9.29301
13897,2-22-0,18,131,2.5625422,0.11904941,3.7530363
13898,2-22-0,26,399,2.5625422,0.28636232,5.4261656
13899,2-22-0,30,536,2.5625422,0.10704679,3.6330101
13900,2-22-0,39,392,2.5625422,0.09982112,3.5607533
13901,2-22-0,42,1134,2.5625422,0.17383866,4.300929
13902,2-22-0,51,223,2.9772978,0.23822549,5.3595524
13903,2-22-0,52,460,2.5625422,0.37427983,6.305341
13904,2-22-0,56,675,3.4331343,0.18012442,5.2343783
13905,2-22-0,58,262,2.5625422,0.51895326,7.752075
13906,2-22-2,8,1578,2.5625422,0.099173896,3.5542812
13907,2-22-2,18,140,2.5625422,0.05299925,3.0925348
13908,2-22-2,26,545,3.0832455,0.14095537,4.4927993
13909,2-22-2,30,486,2.5625422,0.128624,3.8487823
13910,2-22-2,39,365,5.7751946,0.13516332,7.1268277
13911,2-22-2,42,1096,3.6366885,0.2948468,6.5851564
13912,2-22-2,51,208,3.1528118,0.31424212,6.295233
13913,2-22-2,52,198,2.5625422,0.5411778,7.9743204
13914,2-22-2,56,731,2.5625422,0.3503675,6.0662174
13915,2-22-2,58,369,2.5625422,0.3562353,6.124895
13916,2-22-3,8,1605,2.9876688,0.3252389,6.240058
13917,2-22-3,18,128,2.5625422,0.13819647,3.944507
13918,2-22-3,26,547,2.5625422,0.13888225,3.9513648
13919,2-22-3,30,453,113.11969,0.65573806,119.67707
13920,2-22-3,39,377,2.5625422,0.11748264,3.7373686
13921,2-22-3,42,1091,2.8489506,0.17656456,4.6145964
13922,2-22-3,51,212,2.5625422,0.15806979,4.14324
13923,2-22-3,52,449,2.8277087,0.34625334,6.290242
13924,2-22-3,56,676,2.5625422,0.4870481,7.4330235
13925,2-22-3,58,526,2.5625422,0.2139881,4.702423
13926,2-22-4,8,1529,3.7324505,0.57882917,9.520742
13927,2-22-4,18,108,2.5625422,0.1373525,3.936067
13928,2-22-4,26,474,2.5625422,0.25958943,5.158437
13929,2-22-4,30,485,3.8586407,0.102657035,4.885211
13930,2-22-4,39,388,78.996056,0.38677165,82.86377
13931,2-22-4,42,1042,2.5625422,0.31435305,5.706073
13932,2-22-4,51,215,2.5625422,0.12089082,3.7714505
13933,2-22-4,52,369,9.30582,0.3923255,13.229075
13934,2-22-4,56,659,7.803209,0.21682936,9.971502
13935,2-22-4,58,519,2.5625422,0.14839545,4.0464964
13936,2-22-5,8,1447,2.5625422,0.37555695,6.3181114
13937,2-22-5,18,127,2.5625422,0.17530887,4.315631
13938,2-22-5,26,552,2.796244,0.20035295,4.799773
13939,2-22-5,30,505,2.6071444,0.173519,4.3423343
13940,2-22-5,39,370,6.39902,0.06974788,7.096499
13941,2-22-5,42,954,2.8532073,0.12213213,4.0745287
13942,2-22-5,51,201,4.188439,0.14331855,5.6216245
13943,2-22-5,52,366,2.5655193,0.3204541,5.7700605
13944,2-22-5,56,693,2.770928,0.13274553,4.098383
13945,2-22-5,58,377,2.7405262,0.41361004,6.8766265
13946,2-22-6,8,1503,2.5729856,0.17171396,4.2901254
13947,2-22-6,18,130,2.5625422,0.09512798,3.513822
13948,2-22-6,26,399,2.5625422,0.23178624,4.8804045
13949,2-22-6,30,294,5.41725,0.6171875,11.589125
13950,2-22-6,39,367,13.156358,0.17719011,14.928259
13951,2-22-6,42,982,3.0821023,0.27694485,5.851551
13952,2-22-6,51,212,2.5625422,0.20820656,4.6446075
13953,2-22-6,52,509,2.5625422,0.12756106,3.838153
13954,2-22-6,56,712,2.8214717,0.21247002,4.9461718
13955,2-22-6,58,423,2.664621,0.63334334,8.9980545
13956,2-22-7,8,1409,2.5625422,0.12926063,3.8551486
